mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season
15548,cddaa0c5-2d55-47cf-93aa-cfa344604710,20030,00-0035928,45507,7341,52830,4040703,33247,,2244917,BankEr00,,15015,,,33247,0,22329,919648,Eric Banks,eric banks,DT,TBB,1998-01-30,26.0,2020,,,,,77,274,Texas-San Antonio,2026
15559,d92a275a-a102-4768-965b-60fffe155288,20033,00-0035944,44597,7344,52846,4032481,33263,,3159118,WillJo10,,14980,,,33263,0,22332,917612,Jonah Williams,jonah williams,DT,NOS,1995-08-17,30.9,2020,1,,11,,77,275,Weber State,2026
15560,0d5c19ee-8165-4af0-a3ff-f5dc54bef046,19932,00-0035985,50012,7362,52887,3127587,33035,,3159150,MoaxDa00,,15117,,,33035,0,22350,837595,David Moa,david moa,DT,LAC,1996-06-14,26.7,2020,,,,,75,296,Boise State,2026
15561,86e5c278-2cd6-4633-ba0b-bc5e7a1c1372,19658,00-0036068,44287,7277,52971,4046688,33159,,3159177,JoneJa11,,14852,,,33159,0,22274,946098,Jamir Jones,jamir jones,DE,FA,1998-06-14,25.7,2020,,,,,75,255,Notre Dame,2026
15562,bad1a0c1-7ea2-4898-b5d9-ad1aec45c8b1,19706,00-0036059,25705,7427,52962,3916587,33286,,3159198,MabrTy00,,14928,,,33286,0,22407,881056,Tyler Mabry,tyler mabry,TE,SEA,1996-11-21,26.3,2020,,,,,75,247,Maryland,2026
15563,b2d98b60-b4b3-4610-81d2-2154c723fdbb,19510,00-0035771,47234,6894,52673,3923392,33171,,2188431,WilcMi01,,14634,,,33171,0,21800,885394,Mitchell Wilcox,mitchell wilcox,TE,FA,1996-11-07,29.2,2020,,,,,76,250,South Florida,2026
15565,073d1bf8-7a0e-4c2f-b890-dbbd47978737,20024,00-0035933,108840,7342,52835,4033234,33252,,3159110,HoecMi00,,15087,,,33252,0,22330,922936,Michael Hoecht,michael hoecht,DE,BUF,1997-10-05,28.8,2020,,,,,76,310,Brown,2026
15573,fc833ad5-955b-4129-9280-63d8eda84df2,19905,00-0036137,76843,7254,53039,4360328,33106,,2964686,KamaAz01,,14744,,,33106,0,22016,1124423,Azur Kamara,azur kamara,LB,FA,1998-09-26,24.4,2020,,,,,76,235,Kansas,2026
15581,7debccec-8ec2-443a-b4a7-a52f14464883,19941,00-0036052,37397,7159,52954,3926936,33279,,3159194,SinnRe00,,14846,,,33279,0,22160,887367,Reid Sinnett,reid sinnett,QB,FA,1997-02-05,26.1,2020,,,,,76,220,San Diego,2026
15585,a1be5d02-d5c4-42f6-8749-7ac2ff2a6f09,19999,00-0035857,87178,7283,52759,4034530,33220,,3159064,WillCh08,,15025,,,33220,0,22279,920018,Chris Williams,chris williams,DT,ATL,1998-06-16,28.1,2020,,,,,74,298,Wagner,2026
15589,d25a19a7-7de6-4476-b42a-833c8c3cb208,19739,00-0035891,61448,7039,52793,4241983,32948,,2865884,,,14495,,,32948,0,21964,1057484,Cody White,cody white,WR,SEA,1998-11-28,27.6,2020,,,,,75,227,Michigan State,2026
15592,a5a7243e-d842-400d-89ff-5d451338426f,19395,00-0036076,36669,7019,52979,3915186,32996,,2180470,RiveCh01,,14725,,,32996,0,21908,879082,Chauncey Rivers,chauncey rivers,LB,GBP,1997-06-12,24.7,2020,,,,,74,259,Mississippi State,2026
15608,ef978985-2123-411b-85bd-c59c04618dbd,,00-0036030,50192,6962,52932,4039075,33104,,,HamiLa01,,14723,,,33104,0,21904,924524,La'Darius Hamilton,ladarius hamilton,DE,FA,1998-01-18,26.1,2020,,,,,74,261,North Texas,2026
15621,e735b2ad-8c89-450b-8241-3f602016b897,19504,00-0035927,49589,7326,52829,3674831,32980,,2180876,FehoBr01,,15081,,,32980,0,22318,866027,Breiden Fehoko,breiden fehoko,DT,FA,1996-10-15,27.3,2020,,,,,75,300,LSU,2026
15633,f90ce4a1-b876-4114-958a-e90768761749,,00-0036010,51071,6902,52912,4046680,33189,,,ElliJa05,,14699,,,33189,0,21930,946096,Jalen Elliott,jalen elliott,S,LVR,1998-07-07,24.6,2020,,,,,72,206,Notre Dame,2026
15635,ccf4746d-903a-4d51-8874-30953a304a84,20029,00-0035935,47918,7339,52837,3910287,33254,,3159111,KoskJJ00,,14926,,,33254,0,22327,888484,J.J. Koski,jj koski,WR,FA,1996-12-27,25.2,2020,,,,,73,195,Cal Poly,2026
15643,7c9e5221-50be-4c58-89f9-aa61cf67ed25,20048,00-0035883,39871,7234,52785,4036055,32944,,2250208,FfreMa00,,14943,,,32944,0,22235,922528,Maurice Ffrench,maurice ffrench,WR,FA,1998-01-01,25.1,2020,,,,,71,200,Pittsburgh,2026
15648,306d7e5a-f0f6-4b30-8484-5d933361278e,,00-0036205,55041,7160,53088,4257195,33176,,,MackLe01,,14979,,,33176,0,22161,1067139,Ledarius Mack,ledarius mack,LB,CHI,1996-10-03,25.4,2020,,,,,73,240,Buffalo,2026
15651,f1eaad31-8784-4db3-b52d-ea0fe22761dd,19666,00-0035880,49432,6974,52782,3916926,32958,,2183963,DaviJa10,,14721,,,32958,0,22064,880537,Javaris Davis,javaris davis,CB,MIA,1996-12-26,25.2,2020,,,,,68,183,Auburn,2026
15653,39fd7f0b-4be2-4fe4-b228-65c9e5442552,20036,00-0035910,36851,7327,52812,3916917,32991,,3159133,SmitTJ00,,14770,,,32991,0,22319,882314,T.J. Smith,tj smith,DT,FA,1997-04-19,27.9,2020,,,,,75,300,Arkansas,2026
15654,aaf9cdda-8da8-4b3d-95bf-6fea8070a537,,00-0036056,34321,7433,52959,3912347,33283,,,HeslGa00,,15123,,,33283,0,22412,877043,Gavin Heslop,gavin heslop,CB,SEA,1997-11-13,24.3,2020,,,,,72,197,Stony Brook,2026
15657,fa1bd78e-99e4-4745-9896-cfea01392038,19895,00-0036180,28488,7444,53072,4038840,33346,,3161107,SmitKo01,,15162,,,33346,0,22423,910412,Kobe Smith,kobe smith,DT,TBB,1998-06-23,23.7,2020,,,,,74,300,South Carolina,2026
15666,3acd2909-ef8a-4a20-a859-001e6244d57f,22683,00-0036462,44443,7520,53187,4038534,,,,GainIn00,,15377,,,33377,0,,913390,Innis Gaines,innis gaines,S,FA,1998-08-29,25.4,2020,,,,,73,202,Texas Christian,2026
15668,32b2d6f6-a636-4d73-927c-361c1aa809f5,,00-0035821,39620,7215,52723,3125280,32942,,2141005,WaitCo00,,15012,,,32942,0,22218,837730,Corliss Waitman,corliss waitman,PN,SFO,1995-07-21,31.0,2020,,,,,74,210,South Alabama,2026
15672,362244ff-545a-4123-8b4d-6a4bc6f24ce1,22670,00-0036453,14811,7499,53168,2575891,33364,,3172008,QuesPa00,,15179,,,33364,0,22475,605171,Paul Quessenberry,paul quessenberry,TE,FA,1992-01-08,31.1,2020,,,,,74,251,Navy,2026
15674,b5e33405-ea22-4fb7-97d8-8b324d6c90b9,,00-0036050,50195,7456,52952,3886826,33277,,,PotoBe00,,14913,,,33277,0,22434,865962,Benning Potoa'e,benning potoae,DT,WAS,1996-09-17,27.4,2020,,,,,75,290,Washington,2026
15675,f5fc76fa-4381-4026-b8c0-384cb4dff19b,19529,00-0036127,42930,6986,53031,4035173,33004,,2247515,WarrNi01,,14675,,,33004,0,22098,921467,Nigel Warrior,nigel warrior,S,SEA,1997-12-14,24.2,2020,,,,,71,187,Tennessee,2026
15961,c7273f41-5e8b-4e0c-9606-c8c1bf6f6298,,00-0036156,44825,7202,53058,4037225,33000,,,MaggDo00,,15142,,,33000,0,22204,910845,Dom Maggio,dom maggio,PN,FA,1998-04-23,24.8,2020,,,,,75,190,Wake Forest,2026
15999,b6549c8a-b837-415a-ac52-f46beea0cc39,19777,00-0035761,64111,7105,52407,4266790,32670,,3158739,AhmeRa00,,14812,,,32670,0,22130,1076820,Ramiz Ahmed,ramiz ahmed,PK,FA,1995-07-27,29.6,2020,,,,,72,193,Nevada,2026
16037,58266b36-fa48-4f51-b41c-909bf82748f3,20050,00-0035876,47901,7233,52778,3886809,32943,,3159102,BaccAn00,,14942,,,32943,0,22234,865838,Andre Baccellia,andre baccellia,WR,FA,1997-01-07,29.5,2020,,,,,70,180,Washington,2026
16074,da25e165-3aec-46d0-8f4a-ff48e078c679,,00-0035754,42433,6760,48308,4035166,32661,,,KongJo00,,14426,,,32661,0,21705,833601,Jonathan Kongbo,jonathan kongbo,LB,DEN,1996-03-19,26.9,2020,,,,,77,255,Tennessee,2026
16098,b4065c2b-1b40-4497-af11-f36fd9454d61,,00-0036148,112887,7390,53050,4590720,33332,,,DaviDo03,,15157,,,33332,0,22376,1215274,Domenique Davis,domenique davis,DT,CIN,1996-02-28,27.0,2020,,,,,75,315,UNC Pembroke,2026
16136,4faa0d20-a129-4bb4-9fb1-10690c00641c,22669,00-0036447,117753,7410,53147,4686421,33185,,3168374,BadaDa00,,14947,,,33185,0,22393,1215104,David Bada,david bada,DT,WAS,1995-05-24,27.8,2020,,,,,76,293,,2026
16500,0b0b1995-e095-46f2-b973-4da5143c753f,19301,,,6940,,,33331,,2252831,,,14733,,,33331,0,21920,932687,Shyheim Carter,shyheim carter,CB,TEN,1997-12-15,26.2,2020,,,,,70,194,Alabama,2026
16513,f3adad78-ada5-4ded-bb47-cbf8518f7bba,19919,00-0036204,87179,7231,53087,4376288,33175,,3161119,LondLa00,,15052,,,33175,0,22232,873954,LaCale London,lacale london,DT,ATL,1997-08-05,28.9,2020,,,,,75,297,Western Illinois,2026
14056,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,18600,00-0035228,38334,5849,47784,3917315,31833,,2180829,MurrKy00,kyler-murray-1,13613,13950,379,31833,879799,20889,879799,Kyler Murray,kyler murray,QB,MIN,1997-08-07,28.9,2019,1,1,1,,70,207,Oklahoma,2026
14057,94325301-e0ad-4a9f-a0e5-ffec0f529be3,18225,00-0035704,39517,5854,47825,3924327,31874,,2185479,LockDr00,drew-lock-1,13736,13992,33,31874,882345,20859,882345,Drew Lock,drew lock,QB,SEA,1996-11-10,29.7,2019,2,10,42,,76,228,Missouri,2026
14058,6e4eda90-2656-434f-a262-4e5e9fde3946,18214,00-0035232,41897,5845,47798,4040616,31847,,2260980,HaskDw00,dwayne-haskins-1,13558,13979,,31847,946582,20795,946582,Dwayne Haskins,dwayne haskins,QB,FA,1997-05-03,25.8,2019,1,15,15,,75,231,Ohio State,2026
14059,0042266b-cb28-4012-bfd2-06650badad97,18232,00-0035710,39395,5870,47789,3917792,31838,,2179245,JoneDa05,daniel-jones-4,13491,13963,87,31838,879981,20841,879981,Daniel Jones,daniel jones,QB,IND,1997-05-27,29.1,2019,1,6,6,,77,230,Duke,2026
14060,2fc1c9f1-9e85-449a-9a87-fa8203e8e8f9,18591,00-0035356,46481,6040,48486,3916564,32415,,2184377,JackTy01,,13551,14047,,32415,881048,20823,881048,Tyree Jackson,tyree jackson,TE,WAS,1997-11-07,28.7,2019,,,,,79,249,Buffalo,2026
14061,d4d135fd-b710-4c12-9082-9d6e544b3f8d,18475,00-0035146,32819,5974,47980,3116172,32029,,2139306,McSoTr00,trace-mcsorley-1,13752,14268,,32029,836164,20874,836164,Trace McSorley,trace mcsorley,QB,FA,1995-08-23,29.5,2019,6,24,197,,72,202,Penn State,2026
14062,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,18241,00-0035251,38265,5903,47883,3115252,31932,,2131571,GrieWi00,will-grier-1,13446,13977,,31932,820423,20779,820423,Will Grier,will grier,QB,CAR,1995-04-03,31.3,2019,3,36,100,,73,220,West Virginia,2026
14063,582fe465-135a-4901-beef-60aebce99067,18604,00-0035264,13725,6136,47916,3892775,31965,,2180697,StidJa00,jarrett-stidham-1,13438,13945,,31965,865868,20954,865868,Jarrett Stidham,jarrett stidham,QB,DEN,1996-08-08,29.9,2019,4,31,133,,75,215,Auburn,2026
14064,3cbf12f3-11df-4ced-a321-4877b129420c,18454,00-0035283,46501,6147,47950,3116144,31999,,2136556,ThorCl00,clayton-thorson-1,13513,14048,,31999,830853,20966,830853,Clayton Thorson,clayton thorson,QB,FA,1995-12-25,27.2,2019,5,29,167,,76,222,Northwestern,2026
14065,9ab44516-2a26-4049-b630-66539c7a5dfd,18323,00-0034955,46487,6037,48090,3722362,32221,,2181392,RypiBr00,,13620,14049,,32221,866216,20929,866216,Brett Rypien,brett rypien,QB,MIN,1996-07-09,30.0,2019,,,,,74,210,Boise State,2026
14066,ba1032c6-bcbd-430c-afae-40898b9e83bb,18832,00-0035163,29110,6269,48265,3915776,32366,,2180561,ShurKy01,,13663,14306,,32366,879962,21143,879962,Kyle Shurmur,kyle shurmur,QB,FA,1996-11-06,25.3,2019,,,,,76,225,Vanderbilt,2026
14067,dabb52c0-455b-48fe-996b-abf758120623,18562,00-0035289,41401,6011,47961,4038524,32010,,2183083,MinsGa00,gardner-minshew-1,13741,14235,47,32010,867303,20880,867303,Gardner Minshew,gardner minshew,QB,ARI,1996-05-16,30.2,2019,6,5,178,,73,225,Washington State,2026
14068,d935df27-5be4-4aab-b117-8ec8e81c2196,18255,00-0035652,46426,5885,47887,3042876,31936,,2061727,FinlRy00,ryan-finley-1,13750,14046,,31936,728819,20759,,Ryan Finley,ryan finley,QB,FA,1994-12-26,28.2,2019,4,2,104,,76,207,North Carolina State,2026
14069,af291d43-a51f-44ce-b8ac-430ec68c78c8,18446,00-0035282,29466,6185,47949,3120590,31998,,2137911,SticEa00,,13627,14145,,31998,831007,20953,831007,Easton Stick,easton stick,QB,IND,1995-09-15,30.8,2019,5,28,166,,73,224,North Dakota State,2026
14070,a259d6b2-0238-4f22-b3aa-de7132cf9285,18756,00-0035040,46508,6450,48137,3116188,32272,,2131261,BlouDa00,,13630,14503,,32272,821297,21277,821297,David Blough,david blough,QB,FA,1995-07-31,28.5,2019,,,,,73,207,Purdue,2026
14071,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,18239,00-0035685,45719,5892,47856,4035538,31905,,2261252,MontDa01,david-montgomery-1,13556,13978,288,31905,946739,20882,946739,David Montgomery,david montgomery,RB,HOU,1997-06-07,29.1,2019,3,9,73,,71,230,Iowa State,2026
14072,74af3906-083e-49d1-b8c6-556101390381,18609,00-0035217,45954,6156,47905,4035072,31954,,2245150,SnelBe00,benjamin-snell-jr-1,13453,13951,,31954,920062,20950,920062,Benny Snell,benny snell,RB,FA,1998-02-27,27.0,2019,4,20,122,,70,224,Kentucky,2026
14073,61694ab9-b099-408e-b48d-6a643dd069ec,18269,00-0035700,45953,5850,47807,4047365,31856,,2257876,JacoJo01,joshua-jacobs-1,13582,14026,303,31856,944416,20824,944416,Josh Jacobs,josh jacobs,RB,GBP,1998-02-11,28.4,2019,1,24,24,,70,223,Alabama,2026
14074,a2e0f742-e608-4e29-99cd-e7cd765afba1,18460,00-0034995,45913,6153,47977,3932449,32026,,2186678,WillDe07,dexter-williams-1,13670,14175,,32026,884610,20984,884610,Dexter Williams,dexter williams,RB,FA,1997-01-06,26.1,2019,6,21,194,,71,212,Notre Dame,2026
14075,59482736-ce42-4058-b68e-0f9f66eac2d9,18230,00-0035657,35134,5890,47870,3925347,31919,,2186318,HarrDa06,damien-harris-1,13636,14038,,31919,884014,20790,884014,Damien Harris,damien harris,RB,FA,1997-02-11,28.0,2019,3,23,87,,71,213,Alabama,2026
14076,478fcd24-2617-41d5-a900-b272aa6ef515,18607,00-0035291,45775,6144,47965,4035222,32014,,2222046,WillTr06,trayveon-williams-1,13548,14042,,32014,910605,20990,910605,Trayveon Williams,trayveon williams,RB,CLE,1997-10-18,28.7,2019,6,9,182,,68,206,Texas A&M,2026
14077,3f454d05-40b8-45a8-b195-ff2565b6c79e,18619,00-0035303,28011,6159,48001,3915536,32050,,2179830,WebeMi00,mike-weber-1,13456,14281,,32050,878778,20976,,Mike Weber,mike weber,RB,FA,1997-08-25,25.5,2019,7,4,218,,70,211,Ohio State,2026
14078,677b17b7-a8c2-4f2b-ac73-fe086de32103,18622,00-0035454,38565,5976,48598,3929927,32508,,2185711,HigdKa01,,13638,14229,,32508,0,20801,,Karan Higdon,karan higdon,RB,FA,1996-09-08,29.9,2019,,,,,69,206,Michigan,2026
14079,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,18283,00-0035243,40555,6151,47836,4045163,31885,,2251305,SandMi01,miles-sanders-1,13521,14040,,31885,924261,20933,924261,Miles Sanders,miles sanders,RB,FA,1997-05-01,29.2,2019,2,21,53,,71,211,Penn State,2026
14080,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,18280,00-0035250,40485,6130,47857,4040761,31906,,2241251,SingDe00,devin-singletary-1,13449,14043,238,31906,916466,20941,916466,Devin Singletary,devin singletary,RB,NYG,1997-09-03,28.9,2019,3,10,74,,67,203,Florida Atlantic,2026
14081,cad49098-1523-4e52-9f50-caa3423e1bb6,17251,00-0035311,45914,5980,48017,3886818,32066,,2180360,GaskMy00,myles-gaskin-1,13505,14044,,32066,865895,20768,865895,Myles Gaskin,myles gaskin,RB,SEA,1997-02-15,29.4,2019,7,20,234,,70,200,Washington,2026
14082,6cf9a842-dc3f-408a-887a-97b0b07d4289,18266,00-0035256,38396,5889,47895,3931398,31944,,2186835,LoveBr00,bryce-love-1,13458,14012,,31944,884948,20863,,Bryce Love,bryce love,RB,FA,1997-07-08,25.6,2019,4,10,112,,69,200,Stanford,2026
14083,4afb77d8-4564-469b-be4c-5a8587df8046,18616,00-0035594,45859,6012,47987,4037457,32036,,2249831,HomeTr00,travis-homer-1,13484,14272,,32036,922484,20810,922484,Travis Homer,travis homer,RB,PIT,1998-08-07,27.9,2019,6,31,204,,70,211,Miami,2026
14084,ebae3f19-b8bb-43d6-ae78-d21e9dc08b61,18292,00-0035442,40065,5919,48586,4035006,32148,,2248620,HolyEl00,,13534,14301,,32148,922028,20809,922028,Elijah Holyfield,elijah holyfield,RB,FA,1997-11-30,26.2,2019,,,,,70,215,Georgia,2026
14085,33b0227d-4c21-4e71-b4cd-be35f7db9123,18705,00-0035261,27126,5967,47911,3916148,31960,,2184011,PollTo00,tony-pollard-1,13590,14245,344,31960,880398,20912,880398,Tony Pollard,tony pollard,RB,TEN,1997-04-30,29.2,2019,4,26,128,,72,209,Memphis,2026
14086,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,18256,00-0034975,45865,5995,47896,4038441,31945,,2250388,HillJu00,justice-hill-1,13427,13944,368,31945,923109,20802,923109,Justice Hill,justice hill,RB,BAL,1997-11-14,28.7,2019,4,11,113,,70,205,Oklahoma State,2026
14087,380c4d9b-d4c8-456c-ba50-25519edde899,18588,00-0035664,41193,5916,47853,4039359,31902,,2240590,HendDa00,darrell-henderson-1,13450,14039,,31902,914372,20798,914372,Darrell Henderson,darrell henderson,RB,FA,1997-08-19,28.5,2019,3,6,70,,68,208,Memphis,2026
14088,f3c3c5ba-2788-4708-bbc5-4ea525d06a81,18608,00-0035299,35170,5918,47994,3705353,32043,,2179644,AndeRo02,rodney-anderson-1,13637,14180,,32043,865896,20741,,Rodney Anderson,rodney anderson,RB,FA,1996-09-12,25.5,2019,6,38,211,,72,224,Oklahoma,2026
14089,86d0d3b3-5400-4fc8-943e-cb0a92d69e77,,00-0034961,35314,6021,48098,3843406,32226,,2180613,BrosNi01,,13524,14330,,32226,865555,21041,,Nick Brossette,nick brossette,RB,FA,1996-03-02,25.2,2019,,,,,72,212,LSU,2026
14090,ce185a29-d0ff-4519-9133-e01c691ead57,,00-0035546,,6161,,3929828,32569,,2186433,,,13443,14749,,32569,884262,20937,,LJ Scott,lj scott,RB,FA,1996-09-15,24.6,2019,,,,,72,227,Michigan State,2026
14091,,,,,,,,,,,,,,,,,0,,,Tre Watson,tre watson,RB,FA,,,2019,,,,,71,195,Texas,2026
14092,bbb3812b-cfee-4cab-80c9-6da225fec5b2,18304,00-0035505,27976,5961,48651,3123675,32528,,2132335,MoorJa01,,13641,14327,,32528,822124,20883,,Jalin Moore,jalin moore,RB,FA,1995-11-28,25.4,2019,,,,,70,212,Appalachian State,2026
14093,ce079a73-5884-4184-909a-8feafd4645d9,18521,00-0035268,45810,6007,47923,3923397,31972,,2186616,ArmsRy00,ryquell-armstead-1,13473,14167,,31972,884791,20743,884791,Ryquell Armstead,ryquell armstead,RB,FA,1996-10-30,27.3,2019,5,2,140,,71,220,Temple,2026
14094,38abfa4e-ad62-4392-89a0-ac2a012efd87,18603,00-0035275,39258,6167,47937,3915115,31986,,2180445,ScarJo00,jordan-scarlett-1,13510,14253,,31986,879049,20935,879049,Jordan Scarlett,jordan scarlett,RB,FA,1995-07-08,27.6,2019,5,16,154,,71,210,Florida,2026
14095,96e6687b-2b89-4dd9-98df-6e7507cd82cf,18406,00-0035537,45769,6039,47969,3915411,32018,,2179323,JohnTy02,ty-johnson-1,13587,14262,6,32018,877784,20837,877784,Ty Johnson,ty johnson,RB,BUF,1997-09-17,28.8,2019,6,13,186,,70,210,Maryland,2026
14096,25bc08ac-8420-4340-94c6-93993ff87d6f,18630,00-0035184,45903,6068,48318,3699935,32390,,2179635,OzigDe01,,13624,14045,,32390,866115,20904,866115,Devine Ozigbo,devine ozigbo,RB,FA,1996-10-02,28.4,2019,,,,,72,225,Nebraska,2026
14097,c44534f8-a567-40e7-b51e-1a72c49cb24e,18480,00-0035273,45934,6002,47935,3123944,31984,,2136496,OlliQa00,oadree-ollison-1,13494,14251,,31984,832473,20900,832473,Qadree Ollison,qadree ollison,RB,FA,1996-09-08,28.5,2019,5,14,152,,73,232,Pittsburgh,2026
14098,d4f0aa89-6309-4977-b779-7501eb8c8508,18617,00-0035448,27436,6334,48592,4035102,32502,,3117269,CrocDa01,,13559,14303,,32502,920072,21240,920072,Damarea Crockett,damarea crockett,RB,FA,1997-12-22,26.1,2019,,,,,71,225,Missouri,2026
14099,ebbd3227-f6e1-4311-ad57-a76c361888ff,,00-0035043,45989,6448,48140,3895788,32279,,3116786,HallDa02,,13657,14317,,32279,879279,21286,,Darrin Hall,darrin hall,RB,FA,1996-09-06,24.7,2019,,,,,72,217,Pittsburgh,2026
14100,d77d9cb1-7fbf-4f77-9f55-cd52afd0ba91,,00-0035387,,6637,,,32404,,,,,14270,14609,,32404,823870,21439,,Nico Evans,nico evans,RB,FA,1996-05-31,24.9,2019,,,,,69,211,Wyoming,2026
14101,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,18222,00-0035624,48297,5878,47815,4047839,31864,,2221807,HarrNK00,nkeal-harry-1,13425,14055,,31864,910431,20792,910431,N'Keal Harry,nkeal harry,TE,FA,1997-12-17,27.2,2019,1,32,32,,75,228,Arizona State,2026
14102,754faf0f-40f7-45f0-b23b-6ce990ecaf26,18219,00-0035640,47864,5846,47847,4047650,31896,,2260185,MetcDK00,dk-metcalf-1,13424,13940,224,31896,945633,20875,945633,DK Metcalf,dk metcalf,WR,PIT,1997-12-14,28.6,2019,2,32,64,,76,229,Mississippi,2026
14103,9c04ad60-9726-42d3-9836-7d95723f8eb6,18264,00-0035590,47933,5873,47909,4035015,31958,,2240214,RidlRi00,riley-ridley-1,13531,13972,,31958,914009,20925,914009,Riley Ridley,riley ridley,WR,FA,1996-07-21,27.6,2019,4,24,126,,73,199,Georgia,2026
14104,a9e580f2-1fbe-46fb-887c-c84089b507e4,18218,00-0035676,48327,5859,47834,4047646,31883,,2258303,BrowAJ00,aj-brown-3,13432,13946,217,31883,944826,21042,944826,A.J. Brown,aj brown,WR,NEP,1997-06-30,29.0,2019,2,19,51,,73,226,Mississippi,2026
14105,feeee40a-dd63-41a7-89cd-6c95b5456833,18226,00-0035662,61568,5848,47808,4241372,31857,,2804128,BrowMa04,marquise-brown-1,13502,14010,311,31857,976220,21045,976220,Marquise Brown,marquise brown,WR,PHI,1997-06-04,29.1,2019,1,25,25,,69,180,Oklahoma,2026
14106,472945d8-0062-417b-9967-430d381c80ae,18229,00-0035529,47928,5886,47886,3917940,31935,,2185654,ButlHa00,hakeem-butler-1,13564,13955,,31935,882776,21056,882776,Hakeem Butler,hakeem butler,WR,FA,1996-05-16,28.8,2019,4,1,103,,77,227,Iowa State,2026
14107,0cc1a941-1a6d-4a4a-8c7c-88157165c126,18235,00-0035246,35014,5863,47840,3931397,31889,,2186820,ArceJJ00,jj-arcega-whiteside-1,13529,13976,,31889,884921,20742,884921,JJ Arcega-Whiteside,jj arcega-whiteside,TE,FA,1996-12-31,27.1,2019,2,25,57,,74,225,Stanford,2026
14108,4484c7d1-025a-4f26-8e9b-48503afb0c68,18585,00-0035500,42237,5970,48646,4037235,32523,,2223207,DortGr01,,13469,14061,10,32523,910852,21071,910852,Greg Dortch,greg dortch,WR,DET,1998-05-29,28.1,2019,,,,,67,180,Wake Forest,2026
14109,7e8c4641-2beb-4213-ba22-69fe0307005f,18466,00-0035659,48229,5927,47859,3121422,31908,,2139279,McLaTe00,terry-mclaurin-1,13536,14121,328,31908,836116,20873,836116,Terry McLaurin,terry mclaurin,WR,WAS,1995-09-15,30.8,2019,3,12,76,,72,210,Ohio State,2026
14110,97f6c20c-1110-4551-82c1-41d3247397a2,18566,00-0035359,34579,6154,48489,3871102,32418,,2179491,SillDa01,,13634,14313,,32418,866973,20939,866973,David Sills,david sills,WR,TBB,1996-05-29,30.1,2019,,,,,75,211,West Virginia,2026
14111,aa916eb5-53cf-4895-b979-540f433be2e1,18423,00-0035475,47858,6017,48619,3930064,32483,,2186347,LodgDa01,,13658,14356,,32483,884088,20860,,DaMarkus Lodge,damarkus lodge,WR,FA,1997-05-12,24.0,2019,,,,,74,202,Mississippi,2026
14112,db0c3b1c-8d18-435a-864a-cdd696f963b6,18463,00-0035639,47940,5880,47842,3121410,31891,,2139271,CampPa00,parris-campbell-1,13525,14056,,31891,836104,21005,836104,Parris Campbell,parris campbell,WR,FA,1997-07-16,29.0,2019,2,27,59,,72,208,Ohio State,2026
14113,fe6dc768-d576-476c-b150-53b85af2a1d1,18587,00-0035140,42683,5917,47839,4035004,31888,,2248618,HardMe00,mecole-hardman-1,13532,13973,,31888,922026,20788,922026,Mecole Hardman,mecole hardman,WR,BUF,1998-03-12,28.3,2019,2,24,56,,70,187,Georgia,2026
14114,d3cc6f89-56d8-45e9-87f0-3a1a56f97bc6,18228,00-0035297,47931,5884,47989,4036163,32038,,2246942,HarmKe00,kelvin-harmon-1,13428,13943,,32038,920809,20789,920809,Kelvin Harmon,kelvin harmon,WR,FA,1996-12-15,26.2,2019,6,33,206,,74,215,North Carolina State,2026
14115,d6f5ecdf-be55-430e-9370-0ea608395dad,18432,00-0035070,39533,5924,48167,3924318,32253,,2185471,HallEm01,,13515,14132,,32253,882338,20782,,Emanuel Hall,emanuel hall,WR,FA,1997-05-21,25.8,2019,,,,,74,201,Missouri,2026
14116,917d4304-d039-42a9-9c43-84e3786f105c,18318,00-0034971,45752,5911,47850,3115328,31899,,2131633,HurdJa00,jalen-hurd-1,13631,14060,,31899,820517,20817,820517,Jalen Hurd,jalen hurd,WR,FA,1996-01-23,28.0,2019,3,3,67,,76,230,Baylor,2026
14117,064c4eda-1b10-40ac-a9d2-66caf76a213a,18804,00-0035457,34427,6063,48601,3894912,32511,,2180626,JohnTy03,,13615,14690,,32511,865567,20838,865567,Tyron Johnson,tyron johnson,WR,FA,1996-01-08,28.1,2019,,,,,73,193,Oklahoma State,2026
14118,b7f930af-ddd2-4a48-9617-96bda81b0334,18590,00-0035406,42247,5938,48541,4039057,32494,,2246852,HumpLi01,,13565,14314,177,32494,920758,20816,920758,Lil'Jordan Humphrey,liljordan humphrey,WR,DEN,1998-04-19,28.2,2019,,,,,76,225,Texas,2026
